x,y
-1.45454545, -20.2479339
-0.995670996, -15.9085122
-0.848484848, -14.2845568
-0.502164502, -11.0297011
-0.190476190, -8.04685511
-0.112554113, -4.82788157
0.00000000, 0.00000000
0.0519480519, 9.89999306
0.103896104, 20.0673658
0.502164502, 22.2596477
0.796536797, 23.9032803
1.01298701, 30.0819501
1.29004329, 37.3382411
1.49783550, 42.9809941
